h,r,t,weight,comment
C_SyntheticConcept_000195,leadsTo,C_SyntheticConcept_000269,1.0,
C_SyntheticConcept_019904,leadsTo,C_SyntheticConcept_000052,1.0,
C_SyntheticConcept_014253,leadsTo,C_SyntheticConcept_014438,1.0,
C_SyntheticConcept_000973,leadsTo,C_SyntheticConcept_000974,1.0,
C_SyntheticConcept_000600,leadsTo,C_SyntheticConcept_000601,1.0,
C_SyntheticConcept_014784,leadsTo,C_SyntheticConcept_014858,1.0,
C_SyntheticConcept_015666,leadsTo,C_SyntheticConcept_015740,1.0,
C_SyntheticConcept_019330,leadsTo,C_SyntheticConcept_019478,1.0,
C_SyntheticConcept_010406,leadsTo,C_SyntheticConcept_010407,1.0,
C_SyntheticConcept_013885,leadsTo,C_SyntheticConcept_014070,1.0,
C_SyntheticConcept_018339,leadsTo,C_SyntheticConcept_018340,1.0,
C_SyntheticConcept_009968,leadsTo,C_SyntheticConcept_010042,1.0,
C_SyntheticConcept_006356,leadsTo,C_SyntheticConcept_006541,1.0,
C_SyntheticConcept_006489,leadsTo,C_SyntheticConcept_006600,1.0,
C_SyntheticConcept_015477,leadsTo,C_SyntheticConcept_015662,1.0,
C_SyntheticConcept_019136,leadsTo,C_SyntheticConcept_019321,1.0,
C_SyntheticConcept_004166,leadsTo,C_SyntheticConcept_004167,1.0,
C_SyntheticConcept_012464,leadsTo,C_SyntheticConcept_012575,1.0,
C_SyntheticConcept_017824,leadsTo,C_SyntheticConcept_017825,1.0,
C_SyntheticConcept_002768,leadsTo,C_SyntheticConcept_002769,1.0,
C_SyntheticConcept_005594,leadsTo,C_SyntheticConcept_005668,1.0,
C_SyntheticConcept_013924,leadsTo,C_SyntheticConcept_013925,1.0,
C_SyntheticConcept_006599,leadsTo,C_SyntheticConcept_006747,1.0,
C_SyntheticConcept_018105,leadsTo,C_SyntheticConcept_018179,1.0,
C_SyntheticConcept_015241,leadsTo,C_SyntheticConcept_015426,1.0,
C_SyntheticConcept_000043,leadsTo,C_SyntheticConcept_000044,1.0,
C_SyntheticConcept_004707,leadsTo,C_SyntheticConcept_004818,1.0,
C_SyntheticConcept_015049,leadsTo,C_SyntheticConcept_015160,1.0,
C_SyntheticConcept_019820,leadsTo,C_SyntheticConcept_019894,1.0,
C_SyntheticConcept_012817,leadsTo,C_SyntheticConcept_012818,1.0,
C_SyntheticConcept_004023,leadsTo,C_SyntheticConcept_004208,1.0,
C_SyntheticConcept_002212,leadsTo,C_SyntheticConcept_002286,1.0,
C_SyntheticConcept_011573,leadsTo,C_SyntheticConcept_011684,1.0,
C_SyntheticConcept_018207,leadsTo,C_SyntheticConcept_018208,1.0,
C_SyntheticConcept_004584,leadsTo,C_SyntheticConcept_004658,1.0,
C_SyntheticConcept_004403,leadsTo,C_SyntheticConcept_004477,1.0,
C_SyntheticConcept_016590,leadsTo,C_SyntheticConcept_016664,1.0,
C_SyntheticConcept_006758,leadsTo,C_SyntheticConcept_006906,1.0,
C_SyntheticConcept_010730,leadsTo,C_SyntheticConcept_010878,1.0,
C_SyntheticConcept_003489,leadsTo,C_SyntheticConcept_003563,1.0,
C_SyntheticConcept_018213,leadsTo,C_SyntheticConcept_018324,1.0,
C_SyntheticConcept_018906,leadsTo,C_SyntheticConcept_019091,1.0,
C_SyntheticConcept_006804,leadsTo,C_SyntheticConcept_006989,1.0,
C_SyntheticConcept_000379,leadsTo,C_SyntheticConcept_000453,1.0,
C_SyntheticConcept_003054,leadsTo,C_SyntheticConcept_003055,1.0,
C_SyntheticConcept_009019,leadsTo,C_SyntheticConcept_009204,1.0,
C_SyntheticConcept_015399,leadsTo,C_SyntheticConcept_015400,1.0,
C_SyntheticConcept_011773,leadsTo,C_SyntheticConcept_011774,1.0,
C_SyntheticConcept_006502,leadsTo,C_SyntheticConcept_006576,1.0,
C_SyntheticConcept_011832,leadsTo,C_SyntheticConcept_012017,1.0,
C_SyntheticConcept_013838,leadsTo,C_SyntheticConcept_013839,1.0,
C_SyntheticConcept_006248,leadsTo,C_SyntheticConcept_006396,1.0,
C_SyntheticConcept_009775,leadsTo,C_SyntheticConcept_009776,1.0,
C_SyntheticConcept_018433,leadsTo,C_SyntheticConcept_018544,1.0,
C_SyntheticConcept_003808,leadsTo,C_SyntheticConcept_003882,1.0,
C_SyntheticConcept_010952,leadsTo,C_SyntheticConcept_010953,1.0,
C_SyntheticConcept_018144,leadsTo,C_SyntheticConcept_018145,1.0,
C_SyntheticConcept_007398,leadsTo,C_SyntheticConcept_007509,1.0,
C_SyntheticConcept_008449,leadsTo,C_SyntheticConcept_008560,1.0,
C_SyntheticConcept_008451,leadsTo,C_SyntheticConcept_008452,1.0,
C_SyntheticConcept_005664,leadsTo,C_SyntheticConcept_005812,1.0,
C_SyntheticConcept_012477,leadsTo,C_SyntheticConcept_012588,1.0,
C_SyntheticConcept_005834,leadsTo,C_SyntheticConcept_005908,1.0,
C_SyntheticConcept_015599,leadsTo,C_SyntheticConcept_015673,1.0,
C_SyntheticConcept_005187,leadsTo,C_SyntheticConcept_005335,1.0,
C_SyntheticConcept_011321,leadsTo,C_SyntheticConcept_011395,1.0,
C_SyntheticConcept_001546,leadsTo,C_SyntheticConcept_001547,1.0,
C_SyntheticConcept_002382,leadsTo,C_SyntheticConcept_002493,1.0,
C_SyntheticConcept_017303,leadsTo,C_SyntheticConcept_017451,1.0,
C_SyntheticConcept_019748,leadsTo,C_SyntheticConcept_019749,1.0,
C_SyntheticConcept_009433,leadsTo,C_SyntheticConcept_009544,1.0,
C_SyntheticConcept_010140,leadsTo,C_SyntheticConcept_010288,1.0,
C_SyntheticConcept_003093,leadsTo,C_SyntheticConcept_003167,1.0,
C_SyntheticConcept_014267,leadsTo,C_SyntheticConcept_014378,1.0,
C_SyntheticConcept_017201,leadsTo,C_SyntheticConcept_017312,1.0,
C_SyntheticConcept_017464,leadsTo,C_SyntheticConcept_017538,1.0,
C_SyntheticConcept_001781,leadsTo,C_SyntheticConcept_001782,1.0,
C_SyntheticConcept_008265,leadsTo,C_SyntheticConcept_008266,1.0,
C_SyntheticConcept_013010,leadsTo,C_SyntheticConcept_013011,1.0,
C_SyntheticConcept_010186,leadsTo,C_SyntheticConcept_010371,1.0,
C_SyntheticConcept_015521,leadsTo,C_SyntheticConcept_015595,1.0,
C_SyntheticConcept_002833,leadsTo,C_SyntheticConcept_002944,1.0,
C_SyntheticConcept_018386,leadsTo,C_SyntheticConcept_018497,1.0,
C_SyntheticConcept_012270,leadsTo,C_SyntheticConcept_012381,1.0,
C_SyntheticConcept_003753,leadsTo,C_SyntheticConcept_003901,1.0,
C_SyntheticConcept_006546,leadsTo,C_SyntheticConcept_006620,1.0,
C_SyntheticConcept_012321,leadsTo,C_SyntheticConcept_012395,1.0,
C_SyntheticConcept_014854,leadsTo,C_SyntheticConcept_015039,1.0,
C_SyntheticConcept_017319,leadsTo,C_SyntheticConcept_017467,1.0,
C_SyntheticConcept_017712,leadsTo,C_SyntheticConcept_017823,1.0,
C_SyntheticConcept_004346,leadsTo,C_SyntheticConcept_004420,1.0,
C_SyntheticConcept_003618,leadsTo,C_SyntheticConcept_003692,1.0,
C_SyntheticConcept_018391,leadsTo,C_SyntheticConcept_018465,1.0,
C_SyntheticConcept_005855,leadsTo,C_SyntheticConcept_006003,1.0,
C_SyntheticConcept_004176,leadsTo,C_SyntheticConcept_004361,1.0,
C_SyntheticConcept_019665,leadsTo,C_SyntheticConcept_019666,1.0,
C_SyntheticConcept_011377,leadsTo,C_SyntheticConcept_011451,1.0,
C_SyntheticConcept_014223,leadsTo,C_SyntheticConcept_014371,1.0,
C_SyntheticConcept_004580,leadsTo,C_SyntheticConcept_004765,1.0,
C_SyntheticConcept_006886,leadsTo,C_SyntheticConcept_006960,1.0,
C_SyntheticConcept_010784,leadsTo,C_SyntheticConcept_010858,1.0,
C_SyntheticConcept_001938,leadsTo,C_SyntheticConcept_002086,1.0,
C_SyntheticConcept_000285,leadsTo,C_SyntheticConcept_000396,1.0,
C_SyntheticConcept_015366,leadsTo,C_SyntheticConcept_015477,1.0,
C_SyntheticConcept_018373,leadsTo,C_SyntheticConcept_018521,1.0,
C_SyntheticConcept_005102,leadsTo,C_SyntheticConcept_005287,1.0,
C_SyntheticConcept_000158,leadsTo,C_SyntheticConcept_000232,1.0,
C_SyntheticConcept_013178,leadsTo,C_SyntheticConcept_013363,1.0,
C_SyntheticConcept_013594,leadsTo,C_SyntheticConcept_013668,1.0,
C_SyntheticConcept_012821,leadsTo,C_SyntheticConcept_012932,1.0,
C_SyntheticConcept_007425,leadsTo,C_SyntheticConcept_007573,1.0,
C_SyntheticConcept_006622,leadsTo,C_SyntheticConcept_006623,1.0,
C_SyntheticConcept_018532,leadsTo,C_SyntheticConcept_018643,1.0,
C_SyntheticConcept_015245,leadsTo,C_SyntheticConcept_015356,1.0,
C_SyntheticConcept_013283,leadsTo,C_SyntheticConcept_013431,1.0,
C_SyntheticConcept_009270,leadsTo,C_SyntheticConcept_009344,1.0,
C_SyntheticConcept_002638,leadsTo,C_SyntheticConcept_002823,1.0,
C_SyntheticConcept_002511,leadsTo,C_SyntheticConcept_002512,1.0,
C_SyntheticConcept_018257,leadsTo,C_SyntheticConcept_018258,1.0,
C_SyntheticConcept_005593,leadsTo,C_SyntheticConcept_005704,1.0,
C_SyntheticConcept_010524,leadsTo,C_SyntheticConcept_010672,1.0,
C_SyntheticConcept_008339,leadsTo,C_SyntheticConcept_008487,1.0,
C_SyntheticConcept_011523,leadsTo,C_SyntheticConcept_011671,1.0,
C_SyntheticConcept_003424,leadsTo,C_SyntheticConcept_003535,1.0,
C_SyntheticConcept_003153,leadsTo,C_SyntheticConcept_003154,1.0,
C_SyntheticConcept_008793,leadsTo,C_SyntheticConcept_008904,1.0,
C_SyntheticConcept_011264,leadsTo,C_SyntheticConcept_011375,1.0,
C_SyntheticConcept_019167,leadsTo,C_SyntheticConcept_019278,1.0,
C_SyntheticConcept_000784,leadsTo,C_SyntheticConcept_000895,1.0,
C_SyntheticConcept_011625,leadsTo,C_SyntheticConcept_011810,1.0,
C_SyntheticConcept_011786,leadsTo,C_SyntheticConcept_011787,1.0,
C_SyntheticConcept_017037,leadsTo,C_SyntheticConcept_017222,1.0,
C_SyntheticConcept_001899,leadsTo,C_SyntheticConcept_002047,1.0,
C_SyntheticConcept_014918,leadsTo,C_SyntheticConcept_015103,1.0,
C_SyntheticConcept_011456,leadsTo,C_SyntheticConcept_011567,1.0,
C_SyntheticConcept_012149,leadsTo,C_SyntheticConcept_012297,1.0,
C_SyntheticConcept_014576,leadsTo,C_SyntheticConcept_014724,1.0,
C_SyntheticConcept_010366,leadsTo,C_SyntheticConcept_010440,1.0,
C_SyntheticConcept_006427,leadsTo,C_SyntheticConcept_006612,1.0,
C_SyntheticConcept_019533,leadsTo,C_SyntheticConcept_019718,1.0,
C_SyntheticConcept_004498,leadsTo,C_SyntheticConcept_004572,1.0,
C_SyntheticConcept_001490,leadsTo,C_SyntheticConcept_001601,1.0,
C_SyntheticConcept_019053,leadsTo,C_SyntheticConcept_019201,1.0,
C_SyntheticConcept_009451,leadsTo,C_SyntheticConcept_009452,1.0,
C_SyntheticConcept_005988,leadsTo,C_SyntheticConcept_006099,1.0,
C_SyntheticConcept_001388,leadsTo,C_SyntheticConcept_001389,1.0,
C_SyntheticConcept_014863,leadsTo,C_SyntheticConcept_014864,1.0,
C_SyntheticConcept_016602,leadsTo,C_SyntheticConcept_016787,1.0,
C_SyntheticConcept_016203,leadsTo,C_SyntheticConcept_016388,1.0,
C_SyntheticConcept_008385,leadsTo,C_SyntheticConcept_008386,1.0,
C_SyntheticConcept_004121,leadsTo,C_SyntheticConcept_004269,1.0,
C_SyntheticConcept_019973,leadsTo,C_SyntheticConcept_019974,1.0,
C_SyntheticConcept_004371,leadsTo,C_SyntheticConcept_004482,1.0,
C_SyntheticConcept_010876,leadsTo,C_SyntheticConcept_011024,1.0,
C_SyntheticConcept_019390,leadsTo,C_SyntheticConcept_019538,1.0,
C_SyntheticConcept_012019,leadsTo,C_SyntheticConcept_012130,1.0,
C_SyntheticConcept_007450,leadsTo,C_SyntheticConcept_007598,1.0,
C_SyntheticConcept_002301,leadsTo,C_SyntheticConcept_002449,1.0,
C_SyntheticConcept_012436,leadsTo,C_SyntheticConcept_012547,1.0,
C_SyntheticConcept_009412,leadsTo,C_SyntheticConcept_009523,1.0,
C_SyntheticConcept_008031,leadsTo,C_SyntheticConcept_008105,1.0,
C_SyntheticConcept_004098,leadsTo,C_SyntheticConcept_004246,1.0,
C_SyntheticConcept_013702,leadsTo,C_SyntheticConcept_013887,1.0,
C_SyntheticConcept_015562,leadsTo,C_SyntheticConcept_015673,1.0,
C_SyntheticConcept_019767,leadsTo,C_SyntheticConcept_019952,1.0,
C_SyntheticConcept_006770,leadsTo,C_SyntheticConcept_006955,1.0,
C_SyntheticConcept_005784,leadsTo,C_SyntheticConcept_005969,1.0,
C_SyntheticConcept_015808,leadsTo,C_SyntheticConcept_015882,1.0,
C_SyntheticConcept_002319,leadsTo,C_SyntheticConcept_002320,1.0,
C_SyntheticConcept_010293,leadsTo,C_SyntheticConcept_010478,1.0,
C_SyntheticConcept_013787,leadsTo,C_SyntheticConcept_013861,1.0,
C_SyntheticConcept_018900,leadsTo,C_SyntheticConcept_018901,1.0,
C_SyntheticConcept_008084,leadsTo,C_SyntheticConcept_008195,1.0,
C_SyntheticConcept_014842,leadsTo,C_SyntheticConcept_015027,1.0,
C_SyntheticConcept_019241,leadsTo,C_SyntheticConcept_019426,1.0,
C_SyntheticConcept_006820,leadsTo,C_SyntheticConcept_006931,1.0,
C_SyntheticConcept_010385,leadsTo,C_SyntheticConcept_010570,1.0,
C_SyntheticConcept_019192,leadsTo,C_SyntheticConcept_019377,1.0,
C_SyntheticConcept_017779,leadsTo,C_SyntheticConcept_017853,1.0,
C_SyntheticConcept_016924,leadsTo,C_SyntheticConcept_017035,1.0,
C_SyntheticConcept_017228,leadsTo,C_SyntheticConcept_017376,1.0,
C_SyntheticConcept_008744,leadsTo,C_SyntheticConcept_008892,1.0,
C_SyntheticConcept_017696,leadsTo,C_SyntheticConcept_017844,1.0,
C_SyntheticConcept_015988,leadsTo,C_SyntheticConcept_016136,1.0,
C_SyntheticConcept_002503,leadsTo,C_SyntheticConcept_002651,1.0,
C_SyntheticConcept_012643,leadsTo,C_SyntheticConcept_012754,1.0,
C_SyntheticConcept_015655,leadsTo,C_SyntheticConcept_015766,1.0,
C_SyntheticConcept_008515,leadsTo,C_SyntheticConcept_008663,1.0,
C_SyntheticConcept_011087,leadsTo,C_SyntheticConcept_011235,1.0,
C_SyntheticConcept_004577,leadsTo,C_SyntheticConcept_004651,1.0,
C_SyntheticConcept_014279,leadsTo,C_SyntheticConcept_014427,1.0,
C_SyntheticConcept_013103,leadsTo,C_SyntheticConcept_013288,1.0,
C_SyntheticConcept_009979,leadsTo,C_SyntheticConcept_010127,1.0,
C_SyntheticConcept_016178,leadsTo,C_SyntheticConcept_016179,1.0,
C_SyntheticConcept_017340,leadsTo,C_SyntheticConcept_017488,1.0,
C_SyntheticConcept_007506,leadsTo,C_SyntheticConcept_007617,1.0,
C_SyntheticConcept_016680,leadsTo,C_SyntheticConcept_016828,1.0,
C_SyntheticConcept_007545,leadsTo,C_SyntheticConcept_007546,1.0,
C_SyntheticConcept_001336,leadsTo,C_SyntheticConcept_001410,1.0,
C_SyntheticConcept_010021,leadsTo,C_SyntheticConcept_010169,1.0,
C_SyntheticConcept_019188,leadsTo,C_SyntheticConcept_019262,1.0,
C_SyntheticConcept_000911,leadsTo,C_SyntheticConcept_001096,1.0,
C_SyntheticConcept_014697,leadsTo,C_SyntheticConcept_014845,1.0,
C_SyntheticConcept_019419,leadsTo,C_SyntheticConcept_019530,1.0,
C_SyntheticConcept_001603,leadsTo,C_SyntheticConcept_001677,1.0,
C_SyntheticConcept_001693,leadsTo,C_SyntheticConcept_001694,1.0,
C_SyntheticConcept_017619,leadsTo,C_SyntheticConcept_017693,1.0,
C_SyntheticConcept_006685,leadsTo,C_SyntheticConcept_006796,1.0,
C_SyntheticConcept_002086,leadsTo,C_SyntheticConcept_002197,1.0,
C_SyntheticConcept_006231,leadsTo,C_SyntheticConcept_006416,1.0,
C_SyntheticConcept_007264,leadsTo,C_SyntheticConcept_007338,1.0,
C_SyntheticConcept_001668,leadsTo,C_SyntheticConcept_001779,1.0,
C_SyntheticConcept_013502,leadsTo,C_SyntheticConcept_013613,1.0,
C_SyntheticConcept_008125,leadsTo,C_SyntheticConcept_008199,1.0,
C_SyntheticConcept_012903,leadsTo,C_SyntheticConcept_013014,1.0,
C_SyntheticConcept_019249,leadsTo,C_SyntheticConcept_019397,1.0,
C_SyntheticConcept_019969,leadsTo,C_SyntheticConcept_000043,1.0,
C_SyntheticConcept_008439,leadsTo,C_SyntheticConcept_008624,1.0,
C_SyntheticConcept_013559,leadsTo,C_SyntheticConcept_013744,1.0,
C_SyntheticConcept_003729,leadsTo,C_SyntheticConcept_003840,1.0,
C_SyntheticConcept_004019,leadsTo,C_SyntheticConcept_004204,1.0,
C_SyntheticConcept_002197,leadsTo,C_SyntheticConcept_002198,1.0,
C_SyntheticConcept_005623,leadsTo,C_SyntheticConcept_005697,1.0,
C_SyntheticConcept_014244,leadsTo,C_SyntheticConcept_014245,1.0,
C_SyntheticConcept_010394,leadsTo,C_SyntheticConcept_010395,1.0,
C_SyntheticConcept_012260,leadsTo,C_SyntheticConcept_012408,1.0,
C_SyntheticConcept_001474,leadsTo,C_SyntheticConcept_001475,1.0,
C_SyntheticConcept_019937,leadsTo,C_SyntheticConcept_000122,1.0,
C_SyntheticConcept_013174,leadsTo,C_SyntheticConcept_013175,1.0,
C_SyntheticConcept_006985,leadsTo,C_SyntheticConcept_007170,1.0,
C_SyntheticConcept_017686,leadsTo,C_SyntheticConcept_017834,1.0,
C_SyntheticConcept_015691,leadsTo,C_SyntheticConcept_015839,1.0,
C_SyntheticConcept_007805,leadsTo,C_SyntheticConcept_007806,1.0,
C_SyntheticConcept_009146,leadsTo,C_SyntheticConcept_009294,1.0,
C_SyntheticConcept_014120,leadsTo,C_SyntheticConcept_014305,1.0,
C_SyntheticConcept_012109,leadsTo,C_SyntheticConcept_012220,1.0,
C_SyntheticConcept_017502,leadsTo,C_SyntheticConcept_017687,1.0,
C_SyntheticConcept_015954,leadsTo,C_SyntheticConcept_016139,1.0,
C_SyntheticConcept_014774,leadsTo,C_SyntheticConcept_014959,1.0,
C_SyntheticConcept_000410,leadsTo,C_SyntheticConcept_000411,1.0,
C_SyntheticConcept_005978,leadsTo,C_SyntheticConcept_006126,1.0,
C_SyntheticConcept_005132,leadsTo,C_SyntheticConcept_005243,1.0,
C_SyntheticConcept_010062,leadsTo,C_SyntheticConcept_010063,1.0,
C_SyntheticConcept_018610,leadsTo,C_SyntheticConcept_018721,1.0,
C_SyntheticConcept_017066,leadsTo,C_SyntheticConcept_017251,1.0,
C_SyntheticConcept_002911,leadsTo,C_SyntheticConcept_003022,1.0,
C_SyntheticConcept_009622,leadsTo,C_SyntheticConcept_009807,1.0,
C_SyntheticConcept_000843,leadsTo,C_SyntheticConcept_000954,1.0,
C_SyntheticConcept_015903,leadsTo,C_SyntheticConcept_015977,1.0,
C_SyntheticConcept_012195,leadsTo,C_SyntheticConcept_012196,1.0,
C_SyntheticConcept_005027,leadsTo,C_SyntheticConcept_005101,1.0,
C_SyntheticConcept_018726,leadsTo,C_SyntheticConcept_018874,1.0,
C_SyntheticConcept_019385,leadsTo,C_SyntheticConcept_019496,1.0,
C_SyntheticConcept_003500,leadsTo,C_SyntheticConcept_003501,1.0,
C_SyntheticConcept_013321,leadsTo,C_SyntheticConcept_013432,1.0,
C_SyntheticConcept_019813,leadsTo,C_SyntheticConcept_019887,1.0,
C_SyntheticConcept_006974,leadsTo,C_SyntheticConcept_007048,1.0,
C_SyntheticConcept_000960,leadsTo,C_SyntheticConcept_001071,1.0,
C_SyntheticConcept_008989,leadsTo,C_SyntheticConcept_009137,1.0,
C_SyntheticConcept_003484,leadsTo,C_SyntheticConcept_003632,1.0,
C_SyntheticConcept_007008,leadsTo,C_SyntheticConcept_007156,1.0,
C_SyntheticConcept_006985,leadsTo,C_SyntheticConcept_007096,1.0,
C_SyntheticConcept_002605,leadsTo,C_SyntheticConcept_002716,1.0,
C_SyntheticConcept_012200,leadsTo,C_SyntheticConcept_012311,1.0,
C_SyntheticConcept_013457,leadsTo,C_SyntheticConcept_013642,1.0,
C_SyntheticConcept_005955,leadsTo,C_SyntheticConcept_006029,1.0,
C_SyntheticConcept_018868,leadsTo,C_SyntheticConcept_018869,1.0,
C_SyntheticConcept_015962,leadsTo,C_SyntheticConcept_016073,1.0,
C_SyntheticConcept_012107,leadsTo,C_SyntheticConcept_012255,1.0,
C_SyntheticConcept_016267,leadsTo,C_SyntheticConcept_016341,1.0,
C_SyntheticConcept_007361,leadsTo,C_SyntheticConcept_007472,1.0,
C_SyntheticConcept_018441,leadsTo,C_SyntheticConcept_018589,1.0,
C_SyntheticConcept_012217,leadsTo,C_SyntheticConcept_012402,1.0,
C_SyntheticConcept_002894,leadsTo,C_SyntheticConcept_002895,1.0,
C_SyntheticConcept_018603,leadsTo,C_SyntheticConcept_018604,1.0,
C_SyntheticConcept_016571,leadsTo,C_SyntheticConcept_016682,1.0,
C_SyntheticConcept_006924,leadsTo,C_SyntheticConcept_007035,1.0,
C_SyntheticConcept_013106,leadsTo,C_SyntheticConcept_013254,1.0,
C_SyntheticConcept_019999,leadsTo,C_SyntheticConcept_020000,1.0,
C_SyntheticConcept_016723,leadsTo,C_SyntheticConcept_016871,1.0,
C_SyntheticConcept_001747,leadsTo,C_SyntheticConcept_001932,1.0,
C_SyntheticConcept_008418,leadsTo,C_SyntheticConcept_008492,1.0,
C_SyntheticConcept_018892,leadsTo,C_SyntheticConcept_018966,1.0,
C_SyntheticConcept_010754,leadsTo,C_SyntheticConcept_010865,1.0,
C_SyntheticConcept_014894,leadsTo,C_SyntheticConcept_015079,1.0,
C_SyntheticConcept_012498,leadsTo,C_SyntheticConcept_012572,1.0,
C_SyntheticConcept_013537,leadsTo,C_SyntheticConcept_013538,1.0,
C_SyntheticConcept_014998,leadsTo,C_SyntheticConcept_015183,1.0,
C_SyntheticConcept_008682,leadsTo,C_SyntheticConcept_008867,1.0,
C_SyntheticConcept_018410,leadsTo,C_SyntheticConcept_018521,1.0,
C_SyntheticConcept_016862,leadsTo,C_SyntheticConcept_017047,1.0,
C_SyntheticConcept_014159,leadsTo,C_SyntheticConcept_014270,1.0,
C_SyntheticConcept_019395,leadsTo,C_SyntheticConcept_019543,1.0,
C_SyntheticConcept_010512,leadsTo,C_SyntheticConcept_010513,1.0,
C_SyntheticConcept_003641,leadsTo,C_SyntheticConcept_003715,1.0,
C_SyntheticConcept_007305,leadsTo,C_SyntheticConcept_007379,1.0,
C_SyntheticConcept_013477,leadsTo,C_SyntheticConcept_013478,1.0,
C_SyntheticConcept_017216,leadsTo,C_SyntheticConcept_017290,1.0,
C_SyntheticConcept_010632,leadsTo,C_SyntheticConcept_010706,1.0,
C_SyntheticConcept_001446,leadsTo,C_SyntheticConcept_001447,1.0,
C_SyntheticConcept_017093,leadsTo,C_SyntheticConcept_017241,1.0,
C_SyntheticConcept_017159,leadsTo,C_SyntheticConcept_017344,1.0,
C_SyntheticConcept_000171,leadsTo,C_SyntheticConcept_000245,1.0,
C_SyntheticConcept_012519,leadsTo,C_SyntheticConcept_012520,1.0,
C_SyntheticConcept_015948,leadsTo,C_SyntheticConcept_016059,1.0,
C_SyntheticConcept_007985,leadsTo,C_SyntheticConcept_008096,1.0,
C_SyntheticConcept_004915,leadsTo,C_SyntheticConcept_005100,1.0,
C_SyntheticConcept_002349,leadsTo,C_SyntheticConcept_002534,1.0,
C_SyntheticConcept_000800,leadsTo,C_SyntheticConcept_000948,1.0,
C_SyntheticConcept_003957,leadsTo,C_SyntheticConcept_004031,1.0,
C_SyntheticConcept_014247,leadsTo,C_SyntheticConcept_014395,1.0,
C_SyntheticConcept_002781,leadsTo,C_SyntheticConcept_002855,1.0,
C_SyntheticConcept_003991,leadsTo,C_SyntheticConcept_004176,1.0,
C_SyntheticConcept_005980,leadsTo,C_SyntheticConcept_006091,1.0,
C_SyntheticConcept_017621,leadsTo,C_SyntheticConcept_017622,1.0,
C_SyntheticConcept_008692,leadsTo,C_SyntheticConcept_008803,1.0,
C_SyntheticConcept_002147,leadsTo,C_SyntheticConcept_002332,1.0,
C_SyntheticConcept_018374,leadsTo,C_SyntheticConcept_018559,1.0,
C_SyntheticConcept_006449,leadsTo,C_SyntheticConcept_006450,1.0,
C_SyntheticConcept_014590,leadsTo,C_SyntheticConcept_014701,1.0,
C_SyntheticConcept_009538,leadsTo,C_SyntheticConcept_009612,1.0,
C_SyntheticConcept_014267,leadsTo,C_SyntheticConcept_014452,1.0,
C_SyntheticConcept_010664,leadsTo,C_SyntheticConcept_010665,1.0,
C_SyntheticConcept_010929,leadsTo,C_SyntheticConcept_011003,1.0,
C_SyntheticConcept_016179,leadsTo,C_SyntheticConcept_016253,1.0,
C_SyntheticConcept_005425,leadsTo,C_SyntheticConcept_005426,1.0,
C_SyntheticConcept_015432,leadsTo,C_SyntheticConcept_015617,1.0,
C_SyntheticConcept_000031,leadsTo,C_SyntheticConcept_000216,1.0,
C_SyntheticConcept_015130,leadsTo,C_SyntheticConcept_015241,1.0,
C_SyntheticConcept_018219,leadsTo,C_SyntheticConcept_018367,1.0,
C_SyntheticConcept_012169,leadsTo,C_SyntheticConcept_012280,1.0,
C_SyntheticConcept_002021,leadsTo,C_SyntheticConcept_002169,1.0,
C_SyntheticConcept_016227,leadsTo,C_SyntheticConcept_016301,1.0,
C_SyntheticConcept_012587,leadsTo,C_SyntheticConcept_012661,1.0,
C_SyntheticConcept_005962,leadsTo,C_SyntheticConcept_006036,1.0,
C_SyntheticConcept_017944,leadsTo,C_SyntheticConcept_017945,1.0,
C_SyntheticConcept_004480,leadsTo,C_SyntheticConcept_004665,1.0,
C_SyntheticConcept_002763,leadsTo,C_SyntheticConcept_002948,1.0,
C_SyntheticConcept_016706,leadsTo,C_SyntheticConcept_016854,1.0,
C_SyntheticConcept_013631,leadsTo,C_SyntheticConcept_013816,1.0,
C_SyntheticConcept_004707,leadsTo,C_SyntheticConcept_004892,1.0,
C_SyntheticConcept_015969,leadsTo,C_SyntheticConcept_016117,1.0,
C_SyntheticConcept_003517,leadsTo,C_SyntheticConcept_003702,1.0,
C_SyntheticConcept_008766,leadsTo,C_SyntheticConcept_008840,1.0,
C_SyntheticConcept_011994,leadsTo,C_SyntheticConcept_011995,1.0,
C_SyntheticConcept_008150,leadsTo,C_SyntheticConcept_008151,1.0,
C_SyntheticConcept_016016,leadsTo,C_SyntheticConcept_016164,1.0,
C_SyntheticConcept_013119,leadsTo,C_SyntheticConcept_013120,1.0,
C_SyntheticConcept_013281,leadsTo,C_SyntheticConcept_013429,1.0,
C_SyntheticConcept_011686,leadsTo,C_SyntheticConcept_011834,1.0,
C_SyntheticConcept_008726,leadsTo,C_SyntheticConcept_008911,1.0,
C_SyntheticConcept_003980,leadsTo,C_SyntheticConcept_004165,1.0,
C_SyntheticConcept_013528,leadsTo,C_SyntheticConcept_013713,1.0,
C_SyntheticConcept_006570,leadsTo,C_SyntheticConcept_006755,1.0,
C_SyntheticConcept_003007,leadsTo,C_SyntheticConcept_003008,1.0,
C_SyntheticConcept_017170,leadsTo,C_SyntheticConcept_017355,1.0,
C_SyntheticConcept_004345,leadsTo,C_SyntheticConcept_004456,1.0,
C_SyntheticConcept_019378,leadsTo,C_SyntheticConcept_019526,1.0,
